队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
67,6,72,72,26.2,40.00%,3.1,7.6,34.10%,1.5,4.4,76.10%,1.2,1.6,3.8,0.9,2.9,1,1.1,0.4,0.8,2,8.9
67,7,76,18,18,44.90%,3,6.7,32.40%,0.7,2.3,79.20%,1.7,2.1,2.2,0.3,1.9,1.1,0.7,0.2,0.9,1.7,8.4
67,8,65,8,24.6,40.10%,2.4,5.9,37.20%,1.4,3.9,71.70%,0.7,0.9,4.5,1,3.6,1.2,0.6,0.4,0.6,1.8,6.8
67,9,24,4,25.3,40.60%,2.2,5.3,40.00%,1,2.5,68.80%,0.5,0.7,5.4,1,4.4,1.1,1.3,0.2,0.6,2.2,5.8
67,10,27,0,16.6,42.20%,1.8,4.3,33.30%,0.4,1.1,76.40%,1.6,2,1.8,0.6,1.2,2.1,1,0.4,0.9,1.1,5.6
67,11,57,6,19.1,66.00%,1.8,2.7,25.00%,0.1,0.2,65.70%,0.8,1.2,4.3,1.4,2.8,0.7,0.9,1.6,0.8,2.4,4.4
67,12,55,38,15.6,50.20%,1.9,3.7,14.30%,0,0.1,68.80%,0.4,0.6,3.4,1.2,2.2,0.3,0.5,0.8,0.6,2,4.2
67,13,11,1,10.8,31.90%,1.4,4.3,16.70%,0.3,1.6,50.00%,0.4,0.7,2.5,0.9,1.5,0.3,0.4,0.1,0.4,1.5,3.4
67,14,54,4,11.6,58.30%,1.2,2.1,,0,0,54.40%,0.6,1.1,3.1,1.4,1.6,0.2,0.3,0.4,0.5,2.1,3.1
67,15,37,0,7.9,35.10%,1.1,3,37.90%,0.3,0.8,81.80%,0.5,0.6,1.1,0.1,1,0.9,0.4,0.1,0.4,1,2.9
67,16,9,0,4.4,37.50%,0.7,1.8,33.30%,0.2,0.7,,0,0,1.1,0.6,0.6,0.4,0.2,0.1,0.2,0.4,1.6
68,0,72,72,35.5,44.30%,7.1,16.1,29.70%,1.2,4.2,80.20%,2.7,3.4,4,0.8,3.2,4.7,0.7,0.1,2,1.8,18.2
68,1,77,77,34.4,47.70%,6.5,13.5,33.10%,0.7,2,72.50%,3,4.1,8.5,1.7,6.8,3.3,1.3,1.6,2.6,2.8,16.5
68,2,77,77,35.1,55.70%,6.7,12,50.00%,0,0.1,79.80%,1.9,2.4,9.3,2.4,7,3.5,0.8,1,1.5,2.5,15.3
68,3,76,0,30.2,42.10%,4.8,11.5,34.10%,1.6,4.6,85.40%,2.9,3.4,1.7,0.3,1.4,3.2,0.8,0.2,1.9,1.3,14.2
68,4,65,52,28.7,45.80%,3.8,8.3,33.60%,0.6,1.7,84.50%,2.3,2.7,4.8,1,3.8,1.4,0.5,0.4,1,1.6,10.4
68,5,56,56,29.9,43.50%,3.4,7.9,44.10%,2,4.6,63.00%,0.5,0.8,2.6,0.3,2.3,3.6,0.7,0.1,1.2,2.2,9.4
68,6,24,22,28.6,43.20%,3.3,7.7,42.10%,1.3,3.2,66.70%,0.6,0.9,2.2,0.3,1.9,3.3,0.8,0.3,1.5,2.8,8.6
68,7,70,7,13.8,43.80%,1.9,4.3,37.50%,0.3,0.7,79.40%,1.1,1.4,1.5,0.2,1.3,2,0.6,0.4,0.9,1.2,5.2
68,8,47,12,17.8,39.30%,1.7,4.3,31.50%,0.6,1.9,85.70%,0.5,0.6,1.8,0.5,1.3,0.6,0.3,0.1,0.3,1.6,4.5
68,9,79,7,15.7,46.10%,1.4,2.9,,0,0,75.40%,1.7,2.3,4.2,1.5,2.7,0.7,0.4,0.3,0.9,2.3,4.4
68,10,16,0,10,35.10%,1.7,4.8,33.30%,0.6,1.7,66.70%,0.3,0.4,1.8,0.6,1.2,0.9,0.2,0,0.9,0.8,4.2
68,11,54,0,12.1,45.20%,1.7,3.9,0.00%,0,0,80.00%,0.7,0.8,2.5,0.9,1.6,0.4,0.1,0.1,1,1.4,4.1
68,12,52,0,13,50.40%,1.3,2.6,20.00%,0,0.2,71.40%,0.8,1.1,1.7,0.4,1.3,0.8,0.5,0.2,0.4,1.4,3.5
68,13,13,0,6.3,47.60%,0.8,1.6,,0,0,80.00%,0.9,1.2,1.8,0.5,1.3,0.2,0.1,0.3,0.4,0.8,2.5
68,14,3,0,7,33.30%,0.7,2,0.00%,0,0.3,100.00%,1,1,1,0.7,0.3,0.7,0.3,0,1,0.3,2.3
68,15,49,28,12.1,47.90%,0.7,1.4,100.00%,0,0,65.90%,0.6,0.8,2.1,0.6,1.5,0.4,0.2,0.2,0.5,2,2
68,16,12,0,6.3,50.00%,0.5,1,100.00%,0.1,0.1,20.00%,0.2,0.8,1.4,0.3,1.2,0.3,0.3,0.4,0.3,0.8,1.3
69,0,60,60,35.4,45.40%,7.1,15.5,38.80%,2.1,5.4,84.90%,2.6,3.1,3.7,0.9,2.8,3.9,0.8,0.2,1.9,1.3,18.8
69,1,66,66,35.3,45.80%,7.6,16.7,25.70%,0.4,1.7,63.00%,3.1,4.9,9.6,2.1,7.5,3.9,1.4,1.7,2.5,2.6,18.8
69,2,66,66,33.1,47.60%,4.8,10.2,34.20%,0.8,2.3,75.70%,2.1,2.8,2.4,0.3,2.1,4.9,1.6,0.6,2,2.2,12.6
69,3,11,11,31.6,55.30%,5.2,9.4,0.00%,0,0.1,73.30%,2,2.7,7,2.4,4.6,2.2,0.9,1.3,1.5,1.9,12.4
69,4,57,37,26.3,43.20%,3.6,8.2,38.90%,1,2.6,78.80%,2,2.6,5.2,1.3,3.8,1.2,0.8,0.3,0.7,1.5,10.2
69,5,58,44,28.3,49.90%,2.9,5.8,,0,0,74.10%,2,2.7,7.9,2.7,5.2,1.4,0.9,0.5,1.4,3,7.8
69,6,53,2,17.4,47.10%,2.9,6.1,44.20%,0.9,2.1,85.70%,0.9,1.1,1.5,0.3,1.2,0.8,0.4,0.1,0.6,1.4,7.6
69,7,48,31,25.8,41.40%,2.5,6.1,34.60%,1,2.8,78.10%,0.5,0.7,2.1,0.2,1.9,2.8,0.8,0.2,1.2,2.1,6.6
69,8,56,0,16.7,51.30%,2.5,4.9,33.30%,0,0.1,72.00%,1.3,1.8,4,1.2,2.9,0.6,0.8,0.3,1.2,2.1,6.4
69,9,50,0,13.4,41.50%,2.1,5.1,38.40%,1.1,2.8,95.00%,0.4,0.4,1.5,0.2,1.3,1.9,0.4,0,1,1.3,5.6
69,10,52,0,16.1,43.70%,1.9,4.4,45.50%,0.3,0.6,67.50%,1.1,1.6,3,0.4,2.5,2.1,0.3,0.3,1,0.7,5.3
69,11,49,3,15.3,37.60%,1.5,4,37.00%,1,2.8,75.90%,0.4,0.6,2.9,0.7,2.2,1.1,0.4,0.3,0.7,1.3,4.5
69,12,30,0,9.1,37.00%,1.2,3.3,34.20%,0.4,1.3,91.30%,0.7,0.8,0.8,0.2,0.6,0.5,0.3,0.1,0.4,0.4,3.6
69,13,30,10,10.3,40.00%,0.5,1.3,,0,0,46.70%,0.2,0.5,1.6,0.4,1.2,0.3,0.1,0.1,0.3,1.1,1.3
69,14,5,0,4,37.50%,0.6,1.6,0.00%,0,0.2,,0,0,1,0.2,0.8,1,0.2,0,0.4,0.6,1.2
69,15,15,0,5.5,12.50%,0.1,0.5,,0,0,,0,0,1.7,0.7,1,0.3,0.1,0.3,0.2,0.6,0.1
70,0,76,76,35.3,46.50%,7.2,15.6,30.30%,0.8,2.6,51.70%,2.2,4.2,8.4,1.8,6.7,4.2,1.2,1.8,3,2.3,17.5
70,1,74,74,37.3,54.30%,7.8,14.3,50.00%,0,0.1,64.40%,1.8,2.8,10.2,2.6,7.6,3.2,1.1,1.1,2,2.2,17.4
70,2,80,78,32.9,45.10%,5.5,12.2,35.90%,1.1,3.1,88.10%,2.5,2.8,2.3,0.3,1.9,7.2,1.5,0.4,2.9,2.3,14.6
70,3,39,9,28.7,42.20%,4.8,11.4,36.70%,1.8,5,86.80%,2.7,3.1,2.1,0.2,1.8,3.6,1.1,0.3,1.9,1.4,14.1
70,4,74,60,30.5,46.10%,3.7,8.1,45.70%,2.6,5.6,85.90%,0.9,1.1,4,0.3,3.6,2,0.9,0.5,0.9,2.3,10.9
70,5,58,34,24.5,43.80%,3.3,7.6,33.50%,1.3,4,72.70%,1.9,2.7,2,0.1,1.9,3.4,1.1,0.2,1.5,1.8,9.9
70,6,69,5,15,52.00%,2.7,5.2,7.70%,0,0.2,61.80%,1.2,1.9,3.9,1.1,2.8,0.7,0.8,0.2,1,1.9,6.6
70,7,61,2,14.9,44.60%,2.1,4.8,38.40%,0.9,2.3,84.30%,1,1.1,1.5,0.3,1.3,0.9,0.2,0.2,0.7,0.6,6.1
70,8,52,15,21.8,47.30%,2.2,4.6,0.00%,0,0.1,75.70%,1.5,2,6.5,2.5,3.9,1.5,0.7,0.2,1.3,2.5,5.9
70,9,24,1,12.6,42.30%,2,4.6,39.50%,0.6,1.6,88.90%,0.7,0.8,1.1,0.4,0.7,0.4,0.5,0,0.2,1.4,5.2
70,10,20,1,13.5,48.80%,2.1,4.2,40.00%,0.7,1.8,57.10%,0.4,0.7,1.2,0,1.2,2.2,0.5,0,1.2,1.4,5.2
70,11,7,0,16.3,34.20%,1.9,5.4,35.00%,1,2.9,100.00%,0.3,0.3,1,0.1,0.9,2.7,0.4,0,0.7,1.1,5
70,12,57,31,20.3,37.40%,1.7,4.6,36.40%,1.3,3.7,52.20%,0.2,0.4,2.1,0.3,1.8,0.9,0.5,0.1,0.4,1.2,5
70,13,40,1,9.4,47.60%,1.8,3.7,0.00%,0,0,76.80%,1.1,1.4,2.8,1,1.8,0.3,0.1,0.1,0.5,0.8,4.6
70,14,62,11,15.5,38.00%,1.3,3.5,33.80%,0.7,2.1,86.30%,0.7,0.8,2.5,0.5,2,0.5,0.2,0.2,0.6,1.1,4.1
70,15,31,8,11.4,43.60%,1.5,3.5,25.00%,0,0.1,91.70%,0.4,0.4,3.6,1.1,2.5,0.5,0.3,0.3,0.8,1.5,3.5
70,16,28,4,13.6,39.00%,1.1,2.9,25.00%,0.1,0.4,67.70%,0.8,1.1,1.1,0.4,0.7,0.7,0.4,0,0.6,1.6,3.1
70,17,1,0,20,25.00%,1,4,,0,0,,0,0,6,4,2,0,0,1,0,2,2
70,18,1,0,5,,0,0,,0,0,,0,0,3,0,3,0,0,0,0,0,0
71,0,29,29,33.1,56.70%,8.2,14.5,36.40%,0.1,0.4,68.20%,2,2.9,8.4,2.3,6.1,2.6,0.9,1.5,2.2,1.9,18.6
71,1,74,73,33.5,46.10%,6.5,14.1,35.80%,1,2.9,73.10%,3.9,5.3,8.5,2.1,6.4,3.1,1.7,1.1,2.5,2.8,17.9
71,2,79,79,32.2,43.80%,5.8,13.2,32.90%,0.9,2.8,84.60%,4,4.8,2.6,0.4,2.2,6.7,1.1,0.2,2.9,2,16.5
71,3,71,71,34,47.50%,4.1,8.6,47.20%,2.6,5.5,92.60%,1.2,1.3,4,0.3,3.7,2.9,1,0.3,1.4,2.1,12
71,4,73,73,32.1,47.00%,4.1,8.8,36.20%,1.3,3.7,77.30%,1.5,1.9,5.5,1.5,4.1,1.8,1.5,0.3,1.1,2.6,11.1
71,5,60,7,24.1,40.00%,3.3,8.2,34.20%,1.3,3.9,84.90%,2.5,3,2.1,0.2,1.9,3.5,0.8,0.1,1.5,1.1,10.4
71,6,80,6,18.6,47.90%,3.8,7.9,31.00%,0.8,2.5,78.00%,1.3,1.7,3.6,0.8,2.8,0.9,0.4,0.1,1,1.5,9.6
71,7,73,11,20.5,41.70%,2.9,6.9,33.70%,0.8,2.5,86.50%,0.9,1,2.2,0.3,1.9,3.7,0.7,0,1.2,1.4,7.5
71,8,50,26,18.5,41.80%,2.5,5.9,32.70%,1.1,3.4,75.80%,1,1.3,4.2,1.1,3,1.2,0.4,0.2,1.1,2.5,7
71,9,53,6,15.5,41.40%,2,4.8,38.40%,1.1,2.8,75.40%,0.9,1.2,2,0.2,1.8,0.6,0.5,0.1,0.6,1.3,5.9
71,10,73,15,19.4,53.90%,2.5,4.5,0.00%,0,0,64.90%,0.8,1.3,4.9,1.3,3.6,1,0.5,1.2,0.8,2.6,5.7
71,11,4,0,13.5,33.30%,1.5,4.5,30.00%,0.8,2.5,75.00%,0.8,1,2,0.3,1.8,0.5,0.3,0.3,1,0.5,4.5
71,12,26,14,16.5,51.00%,2,3.9,,0,0,40.00%,0.3,0.8,4.8,1.6,3.2,1.1,1,0.4,1.1,1.8,4.3
71,13,20,0,10.8,42.50%,1.6,3.7,0.00%,0,0.2,100.00%,0.7,0.7,2.6,0.9,1.8,0.4,0.2,0.5,0.6,1.5,3.8
71,14,49,0,13.1,38.30%,1.5,3.8,23.80%,0.2,0.9,67.40%,0.6,0.9,1.2,0.1,1.1,1.9,0.3,0,1.2,1.1,3.7
71,15,13,0,12.1,38.10%,1.2,3.2,22.20%,0.3,1.4,100.00%,0.3,0.3,1.7,0.2,1.5,0.8,0.1,0.1,0.8,0.8,3.1
71,16,5,0,4.6,50.00%,0.2,0.4,0.00%,0,0.2,0.00%,0,0.4,0.2,0,0.2,0.6,0,0,0.4,0.6,0.4
71,17,2,0,1.5,0.00%,0,0.5,,0,0,0.00%,0,1,1.5,1.5,0,0,0,0,0,0,0
72,0,73,73,32.7,47.60%,6.1,12.7,35.60%,1.1,3,75.70%,3.5,4.6,7.8,1.9,5.9,3.1,1.8,0.9,2.3,2.8,16.7
72,1,73,72,30.6,46.00%,5.6,12.2,34.30%,1,2.8,86.20%,3.8,4.4,2.5,0.4,2.1,7,1.7,0.4,2.8,1.9,15.9
72,2,76,76,30.5,53.80%,6.8,12.7,30.60%,0.1,0.5,75.90%,1.4,1.9,7.2,1.7,5.4,3.2,0.9,1.3,1.3,1.6,15.2
72,3,70,69,31.2,48.70%,4.5,9.3,39.50%,1.7,4.3,70.20%,1.8,2.6,5.3,1.4,3.9,1.7,1.3,0.2,1.1,2.2,12.6
72,4,75,75,32.2,48.70%,3.9,8,49.20%,2.9,6,89.80%,1.4,1.6,4.1,0.2,3.9,2.6,0.7,0.6,1.4,1.9,12.1
72,5,77,10,19.7,42.70%,3.7,8.6,35.10%,0.7,1.9,82.70%,1.9,2.3,2.1,0.4,1.8,4.1,0.6,0.1,1.9,1.6,10
72,6,68,0,16.5,44.40%,3,6.7,34.40%,1,2.8,79.20%,0.9,1.1,2.9,0.7,2.3,1.1,0.4,0,0.6,1.2,7.8
72,7,63,3,16.5,36.50%,1.7,4.7,30.10%,0.8,2.7,71.50%,1.4,2,3,0.9,2.1,0.8,0.3,0.2,0.8,2.1,5.7
72,8,24,3,12.4,49.50%,2,4.1,40.40%,0.9,2.2,84.20%,0.7,0.8,1.6,0.1,1.5,0.5,0.4,0,0.3,0.6,5.6
72,9,55,0,15.1,40.10%,2.1,5.3,31.50%,0.7,2.3,80.60%,0.5,0.6,1.4,0.1,1.3,2.8,0.5,0,0.9,0.6,5.4
72,10,52,7,18.8,41.80%,2,4.8,32.10%,0.5,1.5,77.60%,0.9,1.1,4.3,1,3.3,1.4,1,0.4,0.7,1.3,5.3
72,11,75,10,17.7,42.60%,1.9,4.4,36.40%,0.6,1.8,60.00%,0.8,1.3,3,0.3,2.7,1,0.7,0.4,1,1.7,5.2
72,12,40,8,12.6,55.00%,2.1,3.8,40.90%,0.2,0.6,88.00%,0.6,0.6,3,1.3,1.7,0.6,0.4,0.5,0.5,1.3,4.9
72,13,8,0,9.5,38.50%,1.3,3.3,35.70%,0.6,1.8,50.00%,0.1,0.3,1.8,0.5,1.3,1,0.5,0.3,0.6,1.1,3.3
72,14,36,4,13.5,44.20%,1.2,2.6,0.00%,0,0,52.20%,0.3,0.6,2.8,0.8,2,0.6,0.5,0.7,0.5,1.5,2.7
72,15,3,0,6.7,28.60%,0.7,2.3,0.00%,0,0.3,50.00%,0.3,0.7,1.3,0.3,1,0,0.3,0,0,1.3,1.7
73,0,81,81,32.6,47.00%,6.2,13.2,31.90%,0.9,2.9,75.70%,3.8,5,9,2.4,6.6,3.3,1.8,1.7,2.4,2.9,17.1
73,1,79,78,28.5,43.90%,5.5,12.5,40.10%,1.4,3.5,83.70%,3.3,3.9,2.7,0.4,2.3,5.9,1.2,0.3,2.8,2.1,15.7
73,2,82,82,32.2,50.50%,6.5,12.8,34.40%,1.1,3.1,79.80%,1.3,1.6,7.3,1.8,5.5,3.2,0.8,1.5,1.3,2,15.2
73,3,75,68,27.7,44.10%,4.3,9.7,35.70%,1.5,4.1,81.50%,1.6,2,5.1,0.4,4.7,2.3,1.3,0.5,1.8,2.3,11.6
73,4,80,6,20.2,42.10%,4.1,9.8,32.20%,1,3,79.10%,1.8,2.3,2.6,0.3,2.2,4.4,0.9,0.1,2.3,1.7,11
73,5,80,80,30.1,43.40%,3.4,7.7,39.80%,2,5,83.30%,0.6,0.7,3.3,0.2,3.1,2.1,0.8,0.4,1.2,2,9.2
73,6,75,11,23.3,50.70%,2.5,4.9,34.10%,0.6,1.6,62.60%,0.8,1.3,4.5,0.7,3.8,1.4,1.1,0.5,0.9,1.5,6.4
73,7,51,1,16.9,43.00%,2.2,5.2,33.60%,0.9,2.8,89.30%,1,1.1,1.7,0.1,1.5,1,0.4,0.1,0.5,0.9,6.4
73,8,21,0,14,46.50%,2.2,4.8,25.80%,0.4,1.5,71.10%,1.5,2.1,3.4,1,2.4,0.6,0.5,0.3,0.7,2.1,6.4
73,9,75,0,15.4,46.80%,2.3,5,39.20%,0.8,2.1,79.40%,0.7,0.8,2.7,0.7,2,1,0.3,0.2,0.6,1.4,6.2
73,10,36,2,16.1,52.30%,2.3,4.3,0.00%,0,0.1,81.30%,1.1,1.3,3.3,1.3,2.1,0.8,0.6,0.3,0.7,2,5.6
73,11,24,0,7.8,42.10%,1.7,4,14.80%,0.2,1.1,75.00%,0.4,0.5,0.9,0.1,0.8,1.6,0.3,0,0.6,0.3,3.9
73,12,60,0,9.5,50.00%,1.3,2.5,30.80%,0.2,0.7,79.50%,0.5,0.7,2,0.6,1.3,0.6,0.2,0.5,0.5,1.2,3.3
73,13,26,1,10.1,32.90%,0.9,2.8,22.20%,0.4,1.7,50.00%,0.2,0.4,1,0.2,0.9,0.4,0.5,0.2,0.5,0.8,2.4
73,14,35,0,11.4,35.00%,0.8,2.3,24.50%,0.3,1.4,72.70%,0.5,0.6,1.4,0.1,1.3,1.1,0.3,0.1,0.7,1.3,2.4
73,15,11,0,6.3,57.90%,1,1.7,,0,0,37.50%,0.3,0.7,1.9,0.6,1.3,0.3,0.1,0.5,0.5,0.7,2.3
73,16,11,0,6.8,18.20%,0.2,1,16.70%,0.1,0.5,,0,0,1.1,0.1,1,1.3,0.2,0.1,0.3,0.1,0.5
74,0,69,67,34,44.20%,6.2,14.1,31.10%,1.1,3.5,76.80%,4.5,5.9,7.7,1.6,6.1,3.7,1.3,0.9,2.3,2.7,18.1
74,1,79,78,31.5,45.10%,6.9,15.4,34.00%,1.3,3.7,85.50%,2.8,3.2,3.1,0.5,2.6,6.3,0.9,0.2,3.3,1.9,17.9
74,2,79,30,27.2,45.50%,5.3,11.5,35.70%,1.9,5.3,76.60%,2.1,2.7,2.8,0.4,2.4,2.3,0.7,0.2,1.3,1.3,14.5
74,3,74,74,29.7,63.30%,5.2,8.3,0.00%,0,0,53.30%,3.1,5.7,12.7,4,8.7,1.4,0.9,1.2,2.3,2.7,13.5
74,4,73,64,26.9,40.90%,4,9.9,34.60%,1.3,3.6,70.80%,1.6,2.3,3.2,0.6,2.5,2.4,1.2,0.7,1.7,2.3,11
74,5,26,12,24.4,41.20%,3.6,8.7,34.80%,1.2,3.5,80.00%,2,2.5,5.8,1.6,4.2,1.6,0.8,0.3,1.3,2.8,10.4
74,6,32,21,27.9,43.90%,3.4,7.7,40.90%,2,5,88.90%,0.8,0.8,2.8,0,2.8,2.3,0.7,0.4,1.3,1.5,9.5
74,7,62,42,25.7,44.10%,2.8,6.4,34.20%,0.7,1.9,73.30%,0.9,1.2,4.4,0.9,3.5,1.7,1.5,0.5,0.9,1.6,7.2
74,8,70,3,17.7,50.40%,2.4,4.8,41.80%,0.7,1.6,76.60%,0.7,0.9,3.4,1.1,2.3,1.4,0.4,0.6,0.8,1.4,6.2
74,9,59,10,16.6,40.00%,1.9,4.8,32.40%,0.6,1.7,78.70%,1.3,1.6,2.7,0.4,2.2,0.9,0.7,0.5,1,1.6,5.7
74,10,30,0,16,43.80%,1.9,4.3,42.90%,1.1,2.6,84.60%,0.7,0.9,2.3,0.4,1.9,1,0.3,0.2,0.5,1.2,5.6
74,11,73,2,17.1,37.40%,2,5.3,23.60%,0.4,1.5,80.60%,1,1.3,1.7,0.1,1.5,2.6,0.5,0,1.3,1.5,5.4
74,12,56,4,12.3,40.70%,1.6,3.8,35.20%,0.3,1,78.00%,1.1,1.5,3.7,1.1,2.6,0.5,0.3,0.4,0.5,1.2,4.6
74,13,17,2,14.5,40.40%,1.4,3.4,26.70%,0.5,1.8,87.50%,0.4,0.5,1.9,0.4,1.5,2.2,0.2,0,0.9,0.8,3.6
74,14,38,1,9.7,48.00%,1.2,2.6,5.60%,0,0.5,37.50%,0.2,0.4,1.6,0.4,1.2,0.8,0.2,0.1,0.4,0.6,2.7
74,15,18,0,11,28.80%,0.9,3.3,14.80%,0.2,1.5,87.50%,0.4,0.4,2.1,0.6,1.5,0.9,0.2,0.2,0.4,0.7,2.5
74,16,1,0,4,100.00%,1,1,,0,0,0.00%,0,2,1,0,1,0,0,0,0,0,2
74,17,2,0,9.5,0.00%,0,3.5,0.00%,0,1,100.00%,2,2,0.5,0,0.5,0.5,0,0,0,0.5,2
74,18,5,0,8.2,20.00%,0.6,3,16.70%,0.2,1.2,66.70%,0.4,0.6,1.4,0.2,1.2,1.2,0.2,0,0.8,1.2,1.8
74,19,16,0,6.9,28.60%,0.5,1.8,40.00%,0.3,0.6,83.30%,0.3,0.4,1.1,0.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6
75,0,67,67,35.9,41.10%,6.5,15.8,33.70%,1.8,5.4,81.60%,3.7,4.6,4.5,0.8,3.7,3.6,1.2,0.4,3.1,2.4,18.5
75,1,48,48,39,43.30%,5.3,12.1,33.00%,0.7,2.2,73.90%,4.4,5.9,8.2,1.5,6.7,2.4,1.2,1,2.1,2.5,15.6
75,2,82,82,33.6,41.60%,4.9,11.7,33.30%,1.4,4.1,90.60%,3.3,3.6,2.7,0.5,2.3,6.1,0.7,0,1.9,1.9,14.4
75,3,82,82,33.9,49.20%,4.6,9.4,34.50%,1,2.8,68.30%,1,1.5,5,1.3,3.8,4.1,0.9,0.6,2,2.3,11.3
75,4,41,2,21,47.10%,3.8,8.1,0.00%,0,0.1,78.70%,2.6,3.3,5.5,1.6,3.9,0.7,0.7,1.6,1.6,2.8,10.2
75,5,68,30,24.4,45.40%,3.8,8.4,19.40%,0.1,0.5,78.50%,1.9,2.4,3,0.7,2.3,1.5,0.7,0.5,0.9,1.7,9.6
75,6,22,9,24,50.80%,4.2,8.2,11.10%,0,0.4,76.50%,0.6,0.8,4,1,3,0.6,0.7,0.5,0.8,1.7,9
75,7,24,0,19.4,52.60%,3.4,6.4,0.00%,0,0.1,75.90%,1.7,2.3,4.4,1.3,3.1,0.6,0.3,0.5,0.3,1.9,8.5
75,8,66,50,26,51.70%,2.9,5.7,,0,0,58.90%,2.1,3.5,6.8,2.2,4.6,0.7,0.4,0.6,1,2.6,7.9
75,9,51,30,16.7,50.20%,3.1,6.2,0.00%,0,0,59.10%,1,1.7,4.9,1.8,3.1,0.3,0.3,0.9,1,2.4,7.3
75,10,73,0,17.3,46.60%,2.5,5.4,25.00%,0,0.1,86.40%,1.5,1.7,2,0.4,1.6,2.2,0.6,0.4,1.2,1.5,6.6
75,11,54,1,10.8,44.70%,1.6,3.7,37.00%,0.3,0.9,76.90%,0.7,1,1.3,0.2,1,0.4,0.3,0.1,0.4,0.8,4.4
75,12,41,1,11.9,54.90%,1.5,2.8,33.30%,0,0.1,53.20%,0.6,1.1,2,0.8,1.3,0.7,0.4,0.2,0.7,1.2,3.7
75,13,52,8,14.6,39.60%,1.4,3.5,0.00%,0,0,76.90%,0.6,0.8,3.8,1.2,2.6,0.8,0.2,0.6,0.5,1.8,3.3
75,14,12,0,10.5,28.60%,1,3.5,26.90%,0.6,2.2,63.60%,0.6,0.9,1.3,0,1.3,2,0.8,0.3,1.7,1.2,3.2
75,15,31,0,12,36.10%,0.8,2.3,32.40%,0.4,1.1,54.50%,0.2,0.4,1.4,0.5,1,0.6,0.4,0.2,0.4,1.7,2.2
75,16,5,0,14.8,40.00%,0.8,2,,0,0,25.00%,0.2,0.8,4.8,1.8,3,0,0,0.2,1.4,3.2,1.8
75,17,16,0,11.3,33.30%,0.5,1.5,,0,0,36.40%,0.3,0.7,2.5,0.8,1.8,0.4,0.3,0.9,0.7,1.6,1.3
75,18,20,0,3.3,28.00%,0.4,1.3,20.00%,0.1,0.5,100.00%,0.1,0.1,0.3,0,0.3,0.4,0.1,0,0.2,0.1,0.9
76,0,55,55,33.3,45.90%,6,13.1,23.40%,0.2,0.9,76.00%,2.8,3.7,4.1,1.2,2.9,2.3,0.9,0.4,1.8,2.3,15.1
76,1,32,28,27.5,37.30%,4.3,11.7,36.40%,0.8,2.1,85.60%,5.6,6.5,3.9,0.7,3.3,1.2,0.7,0,1.8,2.6,15
76,2,66,25,27.2,36.60%,4.3,11.6,30.50%,1,3.4,78.90%,2.5,3.2,3.5,0.5,3.1,4.4,0.9,0.3,1.8,1.2,12.1
76,3,48,46,29.4,37.60%,3.8,10.1,34.10%,1.3,3.7,87.50%,2.2,2.5,2.3,0.5,1.8,6.4,0.8,0,2.3,1.4,11.1
76,4,65,25,22.5,42.50%,3.9,9.1,23.50%,0.2,0.8,82.10%,1.4,1.7,5,1.5,3.6,0.9,0.3,0.8,1.1,2.1,9.3
76,5,33,13,22.6,41.60%,3.2,7.7,30.80%,1,3.2,72.50%,0.9,1.2,2.8,0.8,2,1.8,0.6,0.1,1,1,8.3
76,6,65,17,22.2,51.80%,3.3,6.3,25.00%,0.1,0.4,66.70%,1.4,2.2,3.6,1.5,2.2,1,0.7,0.2,0.8,1.5,8.1
76,7,37,28,27.5,41.00%,3.1,7.6,26.70%,0.6,2.3,63.00%,0.5,0.7,5.3,1.3,4,4.3,0.5,0.5,2.3,1.9,7.4
76,8,58,11,18.9,49.30%,3,6.1,100.00%,0,0,70.50%,0.7,1.1,3.6,0.9,2.7,0.8,0.3,0.4,0.7,1.6,6.8
76,9,54,30,18.8,36.70%,2.2,6.1,33.30%,0,0.1,75.90%,1.2,1.5,3.7,0.9,2.8,0.6,0.7,1.1,1,2.7,5.6
76,10,63,41,23.1,46.40%,2,4.4,,0,0,48.30%,1.1,2.3,5.8,1.8,4,0.4,0.3,1.8,1.1,2.3,5.2
76,11,38,0,11.1,32.50%,1.4,4.2,20.00%,0.1,0.5,70.00%,1.1,1.6,0.9,0.2,0.7,0.9,0.1,0.2,1,1.1,3.9
76,12,53,2,11.2,33.10%,1,3,18.60%,0.2,0.8,78.90%,0.6,0.7,1.1,0.2,0.9,0.7,0.3,0.1,0.5,1,2.7
76,13,22,0,12.3,37.50%,1.1,2.9,27.60%,0.4,1.3,50.00%,0.1,0.2,2.3,0.5,1.8,0.5,0.9,0.2,0.3,1.8,2.6
76,14,8,0,15.4,29.20%,0.9,3,20.00%,0.3,1.3,100.00%,0.3,0.3,2.8,0.3,2.5,0.6,0.1,0.6,1,0.6,2.3
76,15,27,9,12,35.70%,0.6,1.6,,0,0,16.70%,0,0.2,3.1,1.2,1.9,0.9,0.2,0.5,0.7,1.3,1.1
