Id,客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分（客场:主场）,sub,obj,result
2432,125,48,20胜22负,18胜24负,79:121,121,79,0
2433,22,48,25胜16负,19胜24负,100:115,115,100,1
2434,48,22,20胜24负,25胜17负,102:88,88,102,1
2435,48,55,22胜24负,26胜20负,82:79,79,82,0
2436,48,62,23胜24负,15胜32负,79:96,96,79,1
2437,48,22,27胜26负,31胜21负,104:112,112,104,1
2438,48,90,27胜27负,32胜22负,96:80,80,96,0
2439,1,48,43胜13负,28胜27负,99:100,100,99,0
2440,48,29,29胜28负,28胜29负,111:107,107,111,0
2441,41,48,36胜25负,31胜29负,110:118,118,110,1
2442,48,8,33胜29负,20胜41负,90:98,98,90,1
2443,48,69,33胜30负,38胜25负,113:112,112,113,0
2444,48,83,1胜3负,3胜1负,94:106,106,94,0
2445,84,49,1胜0负,0胜0负,84:104,104,84,0
2446,49,203,5胜0负,7胜1负,104:100,100,104,0
2447,49,196,7胜1负,3胜5负,102:80,80,102,1
2448,49,35,9胜3负,8胜4负,89:96,96,89,1
2449,49,30,9胜4负,7胜5负,102:88,88,102,1
2450,49,35,15胜5负,11胜8负,100:97,97,100,1
2451,154,49,9胜13负,16胜5负,107:116,116,107,1
2452,35,49,13胜11负,18胜6负,86:100,100,86,0
2453,112,49,13胜11负,19胜7负,91:94,94,91,1
2454,49,91,22胜10负,12胜20负,114:106,106,114,0
2455,49,23,23胜11负,21胜14负,76:81,81,76,1
2456,196,49,11胜25负,23胜13负,87:100,100,87,0
2457,49,16,24胜13负,14胜24负,102:87,87,102,1
2458,49,42,25胜14负,20胜21负,89:86,86,89,0
2459,30,49,24胜20负,28胜15负,86:96,96,86,1
2460,168,49,17胜31负,29胜15负,81:120,120,81,0
2461,49,98,31胜15负,12胜35负,96:106,106,96,0
2462,63,49,20胜32负,32胜17负,92:88,88,92,0
2463,49,23,32胜18负,32胜21负,91:125,125,91,0
2464,49,63,32胜19负,22胜33负,98:100,100,98,0
2465,140,49,33胜24负,33胜20负,105:109,109,105,1
2466,84,49,42胜14负,35胜20负,99:93,93,99,0
2467,49,16,36胜21负,23胜39负,87:77,77,87,0
2468,133,49,32胜30负,37胜22负,84:113,113,84,0
2469,49,105,38胜23负,43胜22负,94:117,117,94,0
2470,49,126,38胜24负,29胜34负,90:105,105,90,0
2471,49,147,38胜25负,45胜21负,80:93,93,80,1
2472,49,133,38胜26负,34胜32负,90:83,83,90,0
2473,91,49,18胜50负,39胜26负,94:106,106,94,0
2474,49,63,40胜26负,26胜42负,99:94,94,99,0
2475,63,49,26胜43负,41胜26负,84:110,110,84,0
2476,49,42,42胜26负,36胜33负,100:85,85,100,1
2477,189,49,47胜23负,43胜26负,101:108,108,101,1
2478,42,49,38胜34负,45胜26负,89:108,108,89,0
2479,49,70,47胜26负,42胜33负,95:82,82,95,0
2480,30,49,36胜38负,48胜26负,83:101,101,83,0
2481,98,49,29胜48负,50胜26负,99:120,120,99,0
2482,70,49,44胜37负,53胜28负,92:98,98,92,1
2483,42,49,0胜0负,0胜0负,78:85,85,78,1
2484,42,49,0胜1负,1胜0负,71:87,87,71,1
2485,49,42,2胜0负,0胜2负,90:76,76,90,0
2486,23,49,1胜0负,0胜1负,79:105,105,79,0
2487,49,23,1胜1负,1胜1负,71:82,82,71,1
2488,49,23,1胜2负,2胜1负,82:93,93,82,1
2489,23,49,3胜1负,1胜3负,75:85,85,75,1
2490,49,23,2胜3负,3胜2负,99:106,106,99,0
2491,31,50,0胜0负,0胜0负,83:90,90,83,1
2492,113,50,2胜0负,1胜1负,109:100,100,109,0
2493,204,50,5胜1负,2胜3负,120:89,89,120,1
2494,50,71,2胜4负,4胜3负,95:91,91,95,0
2495,50,17,3胜6负,3胜6负,86:92,92,86,1
2496,24,50,9胜1负,3胜7负,103:96,96,103,1
2497,50,99,3胜8负,4胜8负,89:98,98,89,1
2498,50,148,3胜10负,10胜5负,80:93,93,80,1
2499,50,106,3胜11负,8胜6负,95:97,97,95,1
2500,197,50,7胜8负,3胜12负,103:99,99,103,1
2501,50,36,3胜13负,5胜13负,113:83,83,113,1
2502,92,50,6胜12负,4胜13负,83:121,121,83,0
2503,43,50,9胜12负,5胜13负,114:73,73,114,1
2504,50,10,5胜14负,7胜13负,94:109,109,94,0
2505,50,43,6胜15负,10胜14负,86:90,90,86,1
2506,71,50,12胜11负,6胜16负,106:111,111,106,1
2507,64,50,11胜15负,9胜19负,95:83,83,95,0
2508,50,64,9胜20负,12胜15负,100:115,115,100,1
2509,50,183,10胜21负,21胜13负,100:102,102,100,1
2510,50,176,10胜22负,19胜14负,92:80,80,92,0
2511,17,50,14胜20负,11胜22负,85:89,89,85,1
2512,36,50,16胜22负,15胜25负,103:80,80,103,1
2513,43,50,15胜31负,17胜27负,88:114,114,88,0
2514,10,50,16胜29负,18胜27负,86:117,117,86,0
2515,85,50,32胜13负,19胜27负,106:91,91,106,1
2516,50,31,19胜28负,8胜39负,98:101,101,98,0
2517,169,50,17胜35负,20胜31负,106:101,101,106,0
2518,50,92,21胜33负,16胜40负,121:129,129,121,1
2519,50,71,21胜34负,25胜29负,98:107,107,98,0
2520,50,113,21胜40负,30胜29负,118:106,106,118,0
2521,134,50,21胜40负,22胜40负,81:108,108,81,0
2522,31,50,13胜52负,26胜40负,94:115,115,94,0
2523,24,50,50胜17负,27胜40负,86:92,92,86,1
2524,50,57,28胜40负,15胜53负,93:92,92,93,0
2525,50,155,29胜41负,23胜46负,96:127,127,96,0
2526,50,141,30胜43负,45胜27负,89:84,84,89,0
2527,50,134,31胜43负,23胜51负,92:83,83,92,0
2528,36,50,40胜33负,32胜43负,81:110,110,81,0
2529,99,50,39胜36负,33胜43负,90:89,89,90,0
2530,50,85,33胜44负,52胜23负,91:102,102,91,0
2531,50,64,33胜45负,46胜32负,108:100,100,108,0
2532,72,51,2胜3负,2胜5负,91:85,85,91,0
2533,93,51,2胜6负,2胜6负,97:95,95,97,0
2534,51,114,3胜9负,2胜7负,99:115,115,99,0
2535,86,51,8胜7负,4胜13负,86:79,79,86,0
2536,37,51,6胜9负,4胜14负,98:93,93,98,0
2537,51,198,4胜18负,9胜10负,93:104,104,93,0
2538,51,205,4胜19负,15胜6负,95:109,109,95,0
2539,51,44,4胜20负,7胜13负,101:95,95,101,1
2540,177,51,17胜8负,5胜21负,107:87,87,107,1
2541,51,170,5胜26负,12胜17负,129:135,135,129,1
2542,51,149,5胜28负,21胜11负,78:99,99,78,1
2543,18,51,8胜23负,5胜29负,97:81,81,97,0
2544,32,51,17胜17负,5胜30负,95:82,82,95,0
2545,51,191,5胜31负,24胜9负,83:105,105,83,0
2546,51,100,5胜32负,23胜11负,91:101,101,91,0
2547,184,51,24胜11负,5胜33负,120:96,96,120,1
2548,93,51,15胜30负,7胜36负,106:113,113,106,1
2549,51,25,9胜37负,16胜31负,82:103,103,82,0
2550,156,51,13胜34负,9胜38负,80:92,92,80,1
2551,11,51,34胜22负,10胜44负,101:83,83,101,1
2552,51,44,10胜45负,21胜33负,94:115,115,94,0
2553,65,51,37胜21负,11胜46负,98:103,103,98,0
2554,51,25,12胜47负,25胜34负,82:105,105,82,0
2555,25,51,27胜34负,12胜48负,92:86,86,92,0
2556,51,107,12胜49负,22胜41负,78:106,106,78,0
2557,51,135,12胜50负,26胜36负,82:87,87,82,1
2558,114,51,14胜53负,14胜53负,95:92,92,95,0
2559,51,65,14胜55负,41胜28负,89:106,106,89,0
2560,191,51,49胜21负,14胜56负,103:82,82,103,1
2561,149,51,46胜25负,14胜57负,111:80,80,111,1
2562,44,51,31胜40负,14胜58负,96:92,92,96,0
2563,51,4,14胜59负,44胜29负,80:111,111,80,0
2564,37,51,33胜40负,14胜60负,100:98,98,100,1
2565,51,100,14胜61负,42胜33负,87:101,101,87,0
2566,25,51,34胜43负,15胜62负,102:86,86,102,1
2567,32,51,38胜40负,15胜63负,99:91,91,99,0
2568,52,33,0胜0负,0胜0负,122:97,97,122,1
2569,206,52,2胜1负,2胜1负,94:84,84,94,0
2570,12,52,7胜1负,4胜5负,90:84,84,90,0
2571,52,122,6胜6负,7胜5负,93:90,90,93,0
2572,87,52,9胜5负,8胜8负,97:78,78,97,0
2573,38,52,5胜13负,9胜10负,91:108,108,91,0
2574,52,33,10胜10负,7胜13负,91:106,106,91,0
2575,52,129,10胜14负,10胜14负,112:110,110,112,0
2576,115,52,9胜15负,11胜14负,102:107,107,102,1
2577,94,52,15胜12负,14胜14负,107:99,99,107,1
2578,52,12,14胜15负,18胜7负,84:91,91,84,1
2579,52,73,14胜16负,19胜12负,98:117,117,98,0
2580,52,45,14胜17负,17胜13负,91:100,100,91,0
2581,33,52,15胜23负,18胜20负,88:100,100,88,0
2582,45,52,19胜18负,19胜20负,114:120,120,114,1
2583,59,52,5胜37负,20胜22负,113:119,119,113,1
2584,136,52,18胜23负,21胜22负,111:118,118,111,1
2585,52,66,22胜25负,30胜15负,93:103,103,93,0
2586,45,52,27胜22负,23胜27负,97:89,89,97,0
2587,52,19,23胜28负,26胜24负,105:111,111,105,1
2588,192,52,29胜20负,23胜29负,91:85,85,91,0
2589,108,52,20胜31负,23胜30负,101:96,96,101,1
2590,52,38,23胜32负,14胜40负,98:109,109,98,0
2591,52,115,23胜33负,17胜38负,103:95,95,103,1
2592,52,45,25胜37负,37胜25负,104:105,105,104,1
2593,19,52,31胜30负,25胜38负,89:102,102,89,0
2594,52,108,26胜38负,25胜38负,94:110,110,94,0
2595,12,52,51胜21负,30胜43负,107:93,93,107,1
2596,52,199,30胜44负,26胜46负,91:99,99,91,1
2597,26,52,40胜36负,31胜46负,92:87,87,92,0
2598,52,59,31胜48负,10胜68负,109:102,102,109,0
2599,66,52,53胜26负,32胜48负,93:89,89,93,0
2600,193,53,1胜0负,0胜1负,104:111,111,104,1
2601,53,20,1胜1负,2胜1负,89:102,102,89,0
2602,186,53,2胜2负,1胜2负,118:99,99,118,1
2603,137,53,3胜3负,2胜3负,114:109,109,114,0
2604,53,46,3胜4负,3胜4负,87:115,115,87,0
2605,53,67,3胜5负,6胜2负,107:118,118,107,1
2606,179,53,2胜6负,3胜6负,77:93,93,77,1
2607,74,53,9胜3负,5胜7负,94:104,104,94,0
2608,53,116,8胜9负,5胜12负,106:104,104,106,0
2609,172,53,7胜12负,10胜9负,98:106,106,98,0
2610,53,88,11胜9负,7胜13负,114:103,103,114,0
2611,13,53,14胜5负,12胜9负,126:94,94,126,1
2612,53,172,12胜10负,8胜13负,103:100,100,103,0
2613,53,109,14胜12负,10胜16负,114:127,127,114,1
2614,27,53,15胜14负,14胜13负,111:118,118,111,1
2615,95,53,13胜17负,15胜13负,95:106,106,95,0
2616,46,53,17胜13负,16胜13负,119:114,114,119,0
2617,53,186,16胜16负,25胜9负,122:129,129,122,1
2618,95,53,15胜20负,16胜17负,115:103,103,115,0
2619,34,53,17胜16负,16胜18负,105:104,104,105,0
2620,53,34,16胜19负,18胜16负,116:111,111,116,0
2621,6,53,19胜20负,17胜22负,89:104,104,89,0
2622,53,67,18胜22负,26胜13负,101:116,116,101,1
2623,53,46,18胜24负,26胜15负,117:106,106,117,0
2624,102,53,22胜19负,19胜24负,113:110,110,113,0
2625,165,53,13胜29负,19胜25负,107:105,105,107,0
2626,53,179,20胜26负,15胜29负,95:103,103,95,0
2627,53,74,21胜27负,27胜20负,139:142,142,139,1
2628,53,39,21胜29负,9胜39负,95:90,90,95,0
2629,13,53,33胜15负,22胜29负,111:104,104,111,0
2630,158,53,17胜36负,22胜30负,121:107,107,121,0
2631,53,123,23胜33负,31胜25负,105:116,116,105,1
2632,53,13,23胜34负,39胜16负,104:119,119,104,1
2633,53,95,24胜36负,22胜38负,101:90,90,101,1
2634,53,60,25胜36负,22胜38负,102:105,105,102,1
2635,53,34,26胜38负,29胜33负,93:104,104,93,0
2636,53,20,26胜39负,32胜33负,92:112,112,92,0
2637,53,39,26胜40负,11胜53负,112:120,120,112,1
2638,27,53,34胜32负,26胜41负,81:87,87,81,1
2639,39,53,12胜54负,27胜41负,121:110,110,121,0
2640,53,151,27胜42负,41胜29负,105:114,114,105,1
2641,53,137,27胜43负,43胜28负,101:108,108,101,1
2642,53,130,27胜44负,32胜38负,95:110,110,95,0
2643,53,207,27胜45负,55胜16负,98:106,106,98,0
2644,46,53,49胜27负,29胜47负,110:94,94,110,1
2645,102,53,47胜31负,30胜48负,106:103,103,106,0
2646,53,193,30胜49负,42胜37负,88:101,101,88,0
2647,67,53,49胜31负,30胜50负,110:97,97,110,1
2648,131,117,0胜2负,2胜0负,120:99,99,120,1
2649,61,131,1胜2负,1胜2负,108:125,125,108,1
2650,145,131,1胜5负,2胜3负,107:109,109,107,1
2651,131,89,4胜3负,5胜1负,104:94,94,104,1
2652,117,131,5胜4负,7胜3负,115:108,108,115,0
2653,152,131,13胜2负,11胜5负,96:102,102,96,0
2654,28,131,6胜10负,13胜5负,88:109,109,88,0
2655,21,131,9胜7负,14胜5负,88:110,110,88,0
2656,187,131,8胜13负,15胜6负,85:94,94,85,1
2657,138,131,8胜15负,17胜8负,95:108,108,95,0
2658,131,28,18胜9负,10胜14负,95:86,86,95,0
2659,131,110,20胜9负,6胜23负,112:107,107,112,0
2660,124,131,15胜15负,21胜9负,96:91,91,96,0
2661,187,131,14胜18负,22胜11负,92:98,98,92,1
2662,14,131,11胜22负,23胜11负,97:102,102,97,0
2663,68,131,23胜14负,24胜11负,110:87,87,110,1
2664,131,40,27胜15负,32胜9负,86:110,110,86,0
2665,131,152,27胜17负,32胜13负,91:120,120,91,0
2666,131,103,29胜21负,29胜20负,113:106,106,113,0
2667,0,131,34胜16负,31胜22负,91:86,86,91,0
2668,138,131,25胜29负,31胜25负,107:100,100,107,0
2669,40,131,42胜15负,32胜28负,107:102,102,107,0
2670,103,131,36胜26负,32胜29负,103:101,101,103,0
2671,131,61,33胜31负,17胜46负,96:94,94,96,0
2672,131,110,34胜31负,16胜50负,101:122,122,101,1
2673,110,131,17胜51负,35胜33负,104:119,119,104,1
2674,131,180,36胜33负,36胜34负,108:110,110,108,1
2675,131,187,36胜34负,38胜32负,85:103,103,85,0
2676,131,117,36胜35负,45胜24负,94:106,106,94,0
2677,194,131,40胜31负,36胜36负,121:117,117,121,0
2678,96,131,17胜55负,36胜38负,100:95,95,100,1
2679,152,131,54胜20负,36胜39负,96:85,85,96,0
2680,131,152,36胜41负,55胜21负,86:85,85,86,0
2681,131,194,37胜43负,46胜34负,90:78,78,90,0
2682,132,104,0胜1负,1胜0负,100:117,117,100,1
2683,188,132,3胜3负,3胜3负,85:94,94,85,1
2684,132,139,4胜3负,2胜5负,88:87,87,88,0
2685,146,132,7胜3负,8胜4负,79:108,108,79,0
2686,125,132,12胜8负,11胜7负,89:93,93,89,1
2687,153,132,14胜9负,12胜9负,87:96,96,87,1
2688,132,48,13胜9负,9胜15负,88:99,99,88,1
2689,118,132,20胜6负,13胜11负,101:87,87,101,1
2690,132,188,13胜12负,14胜13负,98:88,88,98,0
2691,132,195,14胜12负,4胜23负,80:86,86,80,1
2692,132,118,14胜13负,21胜6负,85:111,111,85,0
2693,132,181,15胜14负,17胜14负,85:101,101,85,0
2694,202,132,22胜9负,15胜15负,106:102,102,106,0
2695,132,111,15胜16负,16胜17负,98:100,100,98,0
2696,132,8,17胜19负,13胜22负,109:100,100,109,0
2697,15,132,15胜26负,19胜21负,90:105,105,90,0
2698,132,160,20胜21负,19胜22负,111:120,120,111,1
2699,111,132,22胜21负,20胜22负,105:111,111,105,1
2700,132,153,22胜22负,28胜16负,103:99,99,103,1
2701,118,132,34胜11负,23胜22负,90:97,97,90,1
2702,104,132,26胜21负,25胜22负,102:121,121,102,1
2703,132,69,26胜22负,29胜20负,133:139,139,133,1
2704,132,41,27胜23负,27胜22负,82:94,94,82,1
2705,167,132,17胜33负,27胜24负,104:103,103,104,0
2706,132,125,27胜26负,25胜28负,102:97,97,102,1
2707,160,132,27胜26负,28胜26负,107:105,105,107,0
2708,139,132,21胜32负,28胜27负,98:104,104,98,0
2709,202,132,40胜14负,29胜28负,84:91,91,84,1
2710,132,181,30胜28负,32胜25负,103:91,91,103,1
2711,90,132,36胜26负,33胜30负,107:117,117,107,1
2712,125,132,28胜37负,35胜30负,94:96,96,94,1
2713,132,202,0胜0负,0胜0负,91:106,106,91,0
2714,202,132,2胜0负,0胜2负,102:90,90,102,1
2715,202,132,3胜0负,0胜3负,87:81,81,87,0
2716,175,133,1胜0负,0胜0负,94:113,113,94,0
2717,133,203,1胜1负,2胜0负,100:110,110,100,1
2718,133,189,1胜2负,1胜1负,94:103,103,94,0
2719,133,105,2胜3负,2胜3负,84:104,104,84,0
2720,161,133,3胜3负,2胜4负,81:94,94,81,1
2721,133,42,4胜4负,4胜3负,93:98,98,93,1
2722,182,133,4胜6负,5胜6负,91:102,102,91,0
2723,133,168,7胜6负,3胜9负,97:108,108,97,0
2724,147,133,10胜6负,9胜9负,105:104,104,105,0
2725,91,133,7胜10负,9胜10负,81:87,87,81,1
2726,133,154,11胜10负,9胜11负,117:110,110,117,0
2727,203,133,18胜4负,12胜10负,96:99,99,96,1
2728,189,133,14胜6负,13胜11负,99:86,86,99,0
2729,133,35,13胜12负,13胜10负,92:90,90,92,0
2730,133,23,14胜12负,13胜12负,84:104,104,84,0
2731,133,84,14胜13负,17胜6负,89:105,105,89,0
2732,133,91,14胜14负,12胜14负,97:93,93,97,0
2733,133,147,15胜16负,24胜6负,96:107,107,96,0
2734,112,133,14胜13负,15胜17负,84:106,106,84,0
2735,133,105,17胜17负,18胜16负,91:110,110,91,0
2736,133,70,19胜18负,20胜14负,95:103,103,95,0
2737,84,133,24胜11负,20胜19负,97:104,104,97,0
2738,9,133,10胜31负,21胜19负,98:109,109,98,0
2739,133,154,23胜19负,17胜25负,84:102,102,84,0
2740,182,133,24胜22负,24胜20负,125:80,80,125,1
2741,196,133,15胜30负,24胜21负,99:104,104,99,0
2742,126,133,23胜22负,25胜21负,77:86,86,77,1
2743,133,126,26胜21负,23胜23负,99:105,105,99,0
2744,168,133,17胜32负,26胜22负,91:98,98,91,1
2745,30,133,25胜22负,27胜22负,86:100,100,86,0
2746,133,112,29胜24负,19胜30负,97:93,93,97,0
2747,42,133,29胜27负,31胜25负,110:107,107,110,0
2748,70,133,32胜23负,31胜26负,102:91,91,102,1
2749,133,2,32胜29负,34胜27负,88:89,89,88,1
2750,133,119,33胜31负,47胜17负,87:110,110,87,0
2751,133,182,34胜33负,36胜31负,93:100,100,93,0
2752,133,203,34胜34负,52胜16负,97:104,104,97,0
2753,161,133,23胜48负,35胜36负,88:103,103,88,0
2754,133,126,36胜36负,33胜38负,105:95,95,105,1
2755,35,133,42胜30负,37胜36负,107:116,116,107,1
2756,126,133,33胜40负,38胜36负,102:112,112,102,1
2757,105,133,50胜24负,39胜36负,113:96,96,113,1
2758,196,133,26胜49负,39胜37负,83:95,95,83,1
2759,112,133,29胜49负,41胜38负,100:107,107,100,1
2760,133,112,42胜38负,30胜50负,96:80,80,96,0
2761,120,134,0胜0负,0胜0负,101:98,98,101,1
2762,183,134,2胜0负,0胜2负,104:93,93,104,1
2763,134,64,0胜6负,2胜4负,91:115,115,91,0
2764,106,134,1胜4负,0胜7负,100:81,81,100,1
2765,197,134,3胜5负,0胜8负,105:111,111,105,1
2766,134,141,1胜9负,6胜3负,88:102,102,88,0
2767,134,197,1胜11负,4胜6负,98:105,105,98,0
2768,134,176,1胜12负,8胜4负,93:103,103,93,0
2769,183,134,13胜5负,3胜15负,103:109,109,103,1
2770,134,127,4胜16负,16胜3负,98:130,130,98,0
2771,134,106,5胜19负,13胜8负,103:93,93,103,1
2772,134,92,6胜21负,8胜17负,86:82,82,86,0
2773,155,134,13胜16负,8胜23负,103:105,105,103,1
2774,134,155,11胜24负,13胜19负,99:110,110,99,0
2775,10,134,12胜23负,12胜25负,113:102,102,113,0
2776,134,204,13胜26负,30胜8负,105:109,109,105,1
2777,134,113,14胜27负,18胜21负,72:98,98,72,1
2778,113,134,19胜21负,14胜28负,112:97,97,112,1
2779,134,148,16胜30负,33胜16负,87:102,102,87,0
2780,134,155,17胜33负,18胜33负,96:79,79,96,0
2781,36,134,24胜27负,19胜33负,105:99,99,105,1
2782,43,134,19胜38负,19胜36负,98:110,110,98,0
2783,134,10,21胜36负,23胜36负,79:99,99,79,1
2784,134,31,21胜38负,11胜47负,88:114,114,88,0
2785,134,99,21胜39负,31胜29负,91:104,104,91,0
2786,71,134,26胜35负,22胜41负,112:110,110,112,0
2787,148,134,46胜20负,22胜43负,96:87,87,96,0
2788,134,204,22胜44负,49胜16负,104:122,122,104,1
2789,134,183,22胜45负,44胜22负,86:124,124,86,0
2790,92,134,19胜50负,22胜47负,88:89,89,88,1
2791,134,197,23胜49负,31胜40负,95:102,102,95,0
2792,134,120,23胜50负,53胜19负,96:116,116,96,0
2793,134,141,24胜52负,47胜29负,102:130,130,102,1
2794,127,134,51胜28负,24胜54负,111:99,99,111,1
2795,134,106,24胜55负,35胜44负,94:101,101,94,0
2796,134,113,24胜57负,40胜41负,136:130,130,136,0
2797,11,135,1胜2负,1胜3负,100:102,102,100,1
2798,135,18,2胜4负,2胜3负,97:96,96,97,0
2799,135,25,3胜4负,1胜6负,86:97,97,86,1
2800,135,72,3胜5负,3胜3负,97:100,100,97,0
2801,135,51,3胜6负,2胜7负,102:100,100,102,0
2802,121,135,3胜8负,4胜7负,81:98,98,81,1
2803,135,121,5胜10负,3胜12负,82:97,97,82,1
2804,149,135,10胜5负,5胜11负,112:96,96,112,1
2805,65,135,14胜4负,5胜13负,123:104,104,123,0
2806,93,135,7胜14负,5胜14负,98:93,93,98,0
2807,135,170,5胜15负,10胜10负,92:101,101,92,0
2808,86,135,10胜12负,6胜16负,100:95,95,100,1
2809,135,198,6胜18负,11胜12负,111:119,119,111,1
2810,135,191,8胜20负,21胜6负,97:91,91,97,0
2811,135,149,10胜20负,20胜11负,97:101,101,97,0
2812,114,135,5胜24负,10胜21负,94:100,100,94,0
2813,72,135,23胜8负,11胜21负,98:92,92,98,0
2814,25,135,13胜22负,12胜22负,105:101,101,105,0
2815,135,184,13胜24负,25胜11负,82:97,97,82,1
2816,156,135,12胜28负,13胜26负,85:94,94,85,1
2817,135,205,14胜26负,25胜16负,69:89,89,69,1
2818,135,11,14胜27负,22胜20负,92:106,106,92,0
2819,135,32,14胜28负,21胜20负,101:99,99,101,1
2820,135,128,17胜30负,32胜16负,102:103,103,102,1
2821,191,135,36胜12负,17胜31负,100:90,90,100,1
2822,170,135,17胜31负,17胜33负,90:102,102,90,0
2823,156,135,14胜41负,21胜34负,100:97,97,100,1
2824,135,191,23胜35负,42胜16负,93:82,82,93,0
2825,184,135,43胜21负,27胜36负,91:109,109,91,0
2826,18,135,23胜42负,28胜36负,85:88,88,85,1
2827,100,135,39胜28负,30胜36负,88:84,84,88,0
2828,114,135,15胜54负,31胜38负,106:104,104,106,0
2829,128,135,44胜25负,31胜39负,92:89,89,92,0
2830,135,107,31胜40负,27胜45负,91:107,107,91,0
2831,121,135,41胜31负,31胜41负,89:94,94,89,1
2832,135,128,36胜43负,51胜28负,111:105,105,111,0
2833,129,136,2胜2负,2胜1负,108:92,92,108,1
2834,136,108,2胜2负,2胜2负,96:84,84,96,0
2835,136,12,4胜2负,6胜1负,114:118,118,114,1
2836,136,73,4胜5负,8胜3负,97:96,96,97,0
2837,66,136,7胜5负,5胜5负,89:93,93,89,1
2838,122,136,8胜6负,6胜6负,111:89,89,111,1
2839,199,136,4胜12负,7胜7负,87:101,101,87,0
2840,94,136,10胜8负,8胜8负,103:94,94,103,1
2841,26,136,12胜6负,8胜9负,119:122,122,119,1
2842,122,136,14胜8负,10胜10负,94:90,90,94,0
2843,136,122,10胜11负,15胜8负,98:104,104,98,0
2844,136,206,10胜12负,20胜5负,81:118,118,81,0
2845,199,136,6胜18负,10胜13负,104:94,94,104,1
2846,108,136,11胜14负,10胜14负,88:97,97,88,1
2847,150,136,17胜13负,12胜15负,109:104,104,109,0
2848,136,115,13胜16负,11胜20负,80:94,94,80,1
2849,129,136,14胜20负,13胜17负,96:109,109,96,0
2850,192,136,18胜16负,14胜17负,87:92,92,87,1
2851,185,136,16胜19负,15胜17负,93:91,91,93,0
2852,136,206,15胜18负,30胜6负,98:123,123,98,0
2853,136,157,16胜20负,8胜30负,86:74,74,86,0
2854,157,136,9胜32负,17胜22负,82:109,109,82,0
2855,136,38,18胜24负,11胜32负,108:86,86,108,1
2856,19,136,23胜21负,19胜24负,95:92,92,95,0
2857,5,136,26胜20负,21胜25负,96:105,105,96,0
2858,33,136,20胜31负,23胜25负,81:84,84,81,1
2859,136,101,26胜26负,23胜28负,89:103,103,89,0
2860,185,136,28胜28负,27胜28负,114:117,117,114,1
2861,136,45,28胜30负,35胜25负,95:100,100,95,0
2862,136,199,28胜33负,23胜37负,106:94,94,106,1
2863,73,136,35胜28负,29胜33负,91:84,84,91,0
2864,164,136,18胜49负,32胜35负,69:103,103,69,0
2865,136,33,33胜36负,30胜39负,94:85,85,94,0
2866,136,122,35胜36负,49胜22负,91:113,113,91,0
2867,136,115,35胜37负,24胜48负,93:84,84,93,0
2868,115,136,25胜50负,37胜38负,85:98,98,85,1
2869,150,136,50胜28负,39胜39负,102:99,99,102,1
2870,136,157,40胜41负,16胜65负,96:101,101,96,0
2871,137,130,0胜0负,0胜0负,104:113,113,104,1
2872,137,151,1胜1负,1胜0负,75:88,88,75,1
2873,207,137,4胜1负,3胜2负,100:86,86,100,1
2874,137,60,4胜3负,0胜5负,109:84,84,109,1
2875,137,95,5胜4负,3胜5负,87:74,74,87,0
2876,193,137,4胜5负,7胜4负,102:96,96,102,1
2877,137,186,7胜6负,7胜5负,102:111,111,102,1
2878,109,137,6胜8负,7胜8负,83:108,108,83,0
2879,137,116,9胜8负,5胜11负,112:103,103,112,0
2880,109,137,7胜12负,11胜9负,98:105,105,98,0
2881,137,158,12胜9负,10胜12负,107:101,101,107,0
2882,123,137,15胜10负,15胜10负,89:109,109,89,0
2883,179,137,6胜19负,16胜10负,100:103,103,100,1
2884,137,193,17胜10负,18胜10负,82:73,73,82,0
