客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分
33,164,10胜18负,12胜16负,101:95
164,136,12胜17负,11胜14负,89:110
108,164,11胜17负,12胜18负,104:96
164,206,12胜21负,27胜6负,79:112
164,122,12胜22负,22胜10负,106:110
164,171,12胜23负,12胜20负,119:142
164,157,12胜24负,7胜27负,77:97
87,164,21胜14负,13胜25负,103:95
164,115,13胜28负,12胜29负,87:117
73,164,26胜18负,13胜31负,95:98
164,12,14胜32负,31胜12负,93:115
164,52,14胜33负,22胜26负,84:102
164,178,14胜34负,27胜22负,78:91
66,164,32胜16负,14胜35负,104:97
185,164,26胜25负,14胜36负,111:105
136,164,24胜25负,14胜37负,98:89
122,164,38胜14负,14胜38负,122:106
164,87,15胜45负,34胜26负,92:108
164,94,15胜46负,27胜33负,102:84
164,192,16胜46负,37胜24负,109:100
52,164,26胜39负,17胜46负,128:97
164,108,17胜47负,26胜38负,98:116
192,164,40胜30负,19胜50负,103:97
157,164,15胜55负,19胜51负,107:119
164,171,20胜51负,27胜44负,94:116
45,164,42胜30负,20胜52负,102:99
164,33,20胜54负,30胜44负,94:105
136,164,38胜38负,20胜56负,101:86
164,185,20胜58负,38胜40负,124:115
171,164,32胜48负,22胜58负,105:101
150,164,53胜28负,22胜59负,105:114
144,165,1胜1负,0胜2负,106:100
165,151,0胜3负,2胜0负,98:116
165,200,1胜4负,0胜5负,112:111
165,158,2胜4负,3胜3负,108:119
20,165,4胜3负,2胜6负,100:107
39,165,3胜5负,3胜6负,122:104
165,109,3胜8负,3胜7负,104:120
165,60,4胜9负,2胜10负,105:120
165,95,4胜11负,6胜8负,92:87
109,165,6胜10负,5胜12负,120:114
74,165,10胜8负,5胜13负,107:109
165,144,6胜13负,16胜3负,109:138
165,137,6胜14负,13胜9负,105:112
27,165,10胜11负,6胜15负,109:94
165,158,6胜16负,10胜14负,119:115
53,165,14胜10负,7胜17负,111:113
207,165,20胜5负,8胜17负,107:92
165,116,8胜19负,7胜19负,108:115
186,165,21胜8负,8胜20负,125:111
60,165,7胜21负,8胜21负,116:123
165,186,9胜21负,22胜9负,115:131
165,207,9胜22负,25胜6负,98:119
67,165,22胜9负,9胜23负,91:99
88,165,10胜25负,10胜25负,90:99
165,179,11胜25负,11胜24负,102:95
13,165,27胜8负,12胜25负,120:116
207,165,31胜8负,12胜27负,105:108
165,67,14胜29负,28胜15负,115:103
109,165,20胜25负,15胜31负,123:112
151,165,30胜18负,15胜33负,124:114
34,165,21胜28负,16胜34负,137:112
165,200,16胜35负,19胜32负,106:111
6,165,26胜27负,16胜37负,97:115
165,186,17胜37负,39胜17负,102:133
200,165,21胜34负,17胜38负,110:108
158,165,19胜38负,17胜39负,101:137
165,6,18胜39负,28胜29负,121:128
165,34,18胜40负,25胜31负,96:100
46,165,40胜22负,20胜42负,106:109
102,165,37胜24负,21胜42负,131:127
165,179,21胜44负,28胜36负,100:98
130,165,28胜36负,22胜44负,110:101
172,165,26胜41负,22胜45负,107:101
95,165,24胜45负,22胜46负,109:103
165,20,22胜47负,33胜36负,95:112
165,88,22胜48负,34胜36负,97:112
165,74,22胜52负,37胜36负,91:95
186,165,51胜25负,22胜55负,123:116
144,165,64胜14负,22胜56负,120:111
179,165,32胜47负,23胜57负,111:124
14,0,0胜2负,0胜1负,91:101
124,0,3胜0负,1胜1负,98:110
47,0,1胜2负,2胜1负,120:112
0,40,2胜2负,4胜1负,105:110
103,0,4胜2负,2胜3负,92:94
138,0,6胜2负,3胜3负,90:120
96,0,2胜5负,4胜3负,96:103
0,180,5胜3负,3胜6负,95:92
0,173,6胜4负,7胜3负,88:83
0,159,7胜5负,7胜7负,123:115
0,103,8胜5负,8胜6负,97:98
0,166,8胜6负,4胜10负,96:85
89,0,13胜4负,9胜6负,107:78
0,40,9胜7负,14胜4负,92:104
180,0,7胜12负,9胜8负,116:119
117,0,14胜7负,10胜8负,90:99
0,7,11胜8负,7胜14负,88:83
110,0,6胜17负,13胜8负,82:113
21,0,11胜11负,14胜8负,73:92
145,0,6胜21负,16胜8负,100:99
0,47,18胜9负,17胜12负,95:103
0,14,18胜10负,10胜19负,95:92
28,0,12胜17负,19胜10负,77:90
7,0,8胜24负,21胜10负,91:100
61,0,11胜22负,22胜10负,91:111
0,54,23胜11负,14胜21负,99:105
40,0,28胜7负,23胜12负,79:90
0,21,25胜13负,16胜20负,99:86
82,0,30胜11负,26胜13负,96:99
173,0,27胜14负,28胜14负,77:82
89,0,30胜16负,31胜14负,90:99
0,145,33胜14负,19胜28负,106:88
0,124,34胜15负,27胜24负,103:109
0,194,35胜16负,33胜22负,97:88
0,96,40胜17负,15胜43负,105:77
0,68,41胜17负,36胜24负,80:83
131,0,34胜32负,46胜18负,100:118
96,0,16胜49负,47胜18负,79:98
0,21,49胜18负,29胜39负,108:115
0,68,50胜19负,40胜30负,114:81
0,14,54胜20负,26胜48负,101:96
61,0,20胜54负,55胜20负,106:113
159,0,37胜39负,56胜20负,94:97
40,0,54胜23负,57胜20负,81:97
0,89,59胜20负,50胜29负,102:99
21,0,0胜0负,0胜0负,99:104
21,0,0胜1负,1胜0负,90:96
68,0,0胜0负,0胜0负,103:95
0,68,2胜1负,1胜2负,88:100
68,0,2胜2负,2胜2负,83:95
82,0,0胜0负,0胜0负,82:103
82,0,0胜1负,1胜0负,85:75
0,82,1胜2负,2胜1负,93:101
1,139,1胜0负,0胜1负,91:99
1,167,1胜1负,1胜1负,108:98
1,146,2胜1负,1胜1负,114:101
188,1,1胜2负,3胜1负,64:104
1,90,6胜1负,5胜2负,97:83
97,1,1胜8负,9胜2负,64:78
1,41,10胜2负,4胜5负,88:79
1,8,13胜3负,6胜7负,114:75
22,1,11胜5负,16胜3负,95:90
29,1,7胜10负,16胜4负,100:107
1,97,17胜5负,4胜16负,98:88
1,29,19胜6负,10胜12负,113:90
1,41,23胜6负,14胜12负,91:95
167,1,10胜17负,23胜7负,115:121
29,1,13胜19负,26胜8负,91:110
195,1,8胜25负,27胜8负,95:99
1,8,29胜8负,13胜20负,112:91
1,55,30胜8负,22胜15负,96:91
132,1,19胜20负,33胜9负,97:111
48,1,18胜23负,34胜9负,99:104
83,1,31胜10负,35胜9负,102:106
125,1,20胜23负,36胜9负,100:89
55,1,25胜19负,36胜10负,80:89
1,90,37胜10负,29胜17负,85:59:00
1,62,38胜10负,15胜31负,94:82
104,1,26胜23负,40胜10负,108:91
1,118,42胜11负,39胜12负,78:92
181,1,28胜25负,42胜12负,99:93
41,1,30胜23负,42胜13负,86:93
83,1,40胜16负,44胜14负,86:96
97,1,14胜46负,46胜14负,87:84
1,83,47胜15负,44胜17负,72:83
174,1,36胜28负,47胜16负,83:93
1,22,48胜16负,42胜23负,92:87
1,55,1胜1负,1胜1负,74:79
1,55,1胜2负,2胜1负,82:89
55,1,3胜1负,1胜3负,69:77
2,9,1胜0负,1胜0负,115:86
91,2,2胜0负,2胜1负,93:99
119,2,2胜2负,3胜1负,97:91
2,147,5胜3负,6胜2负,80:101
2,182,5胜5负,4胜7负,89:93
2,30,5胜6负,6胜4负,93:86
175,2,7胜8负,6胜7负,78:101
56,2,10胜6负,7胜7负,88:93
2,9,8胜8负,4胜14负,95:85
2,16,9胜8负,6胜14负,108:104
147,2,14胜6负,11胜8负,94:89
2,49,14胜10负,19胜6负,110:106
2,70,15胜10负,15胜9负,75:92
30,2,17胜16负,19胜13负,104:96
2,49,19胜14负,23胜12负,108:101
161,2,12胜26负,20胜14负,97:81
2,42,22胜15负,20胜18负,100:99
154,2,17胜23负,23胜16负,83:95
2,98,26胜16负,10胜31负,73:86
2,30,27胜17负,24胜19负,104:88
2,35,28胜17负,27胜19负,89:93
2,70,28胜18负,26胜19负,93:76
2,23,29胜18负,28胜19负,101:111
2,133,29胜20负,28胜22负,93:89
203,2,40胜12负,30胜20负,103:89
84,2,37胜14负,31胜22负,86:67
2,119,32胜23负,40胜15负,72:102
9,2,18胜38负,32胜24负,101:98
56,2,22胜33负,32胜25负,82:93
35,2,34胜25负,33胜25负,85:96
2,154,35胜27负,32胜31负,81:90
2,168,35胜28负,22胜43负,79:121
2,140,35胜29负,37胜29负,113:95
105,2,45胜22负,36胜29负,119:118
126,2,31胜36负,36胜30负,99:89
23,2,43胜26负,36胜31负,84:87
2,112,37胜31负,24胜43负,104:97
2,175,39胜31负,35胜37负,98:100
16,2,24胜49负,39胜32负,94:95
2,35,40胜33负,43胜31负,92:90
91,2,19胜57负,41胜33负,86:87
2,16,42胜33负,25胜52负,85:99
49,2,51胜26负,42胜35负,111:118
2,84,43胜36负,63胜16负,93:105
2,91,43胜37负,20胜60负,102:84
98,2,29胜52负,44胜37负,92:95
2,35,0胜0负,0胜0负,89:106
35,2,1胜1负,1胜1负,76:79
35,2,1胜2负,2胜1负,134:142
2,35,3胜3负,3胜3负,99:93
2,84,0胜0负,0胜0负,93:86
84,2,1胜1负,1胜1负,104:94
84,2,2胜1负,1胜2负,88:65
3,85,0胜0负,0胜0负,95:107
50,3,1胜0负,0胜1负,81:82
3,57,1胜1负,2胜0负,104:107
3,24,1胜2负,4胜0负,80:97
134,3,0胜5负,1胜3负,73:97
10,3,3胜4负,2胜3负,81:96
3,64,3胜3负,4胜5负,96:80
24,3,9胜0负,4胜3负,94:110
3,106,6胜3负,4胜6负,87:97
3,127,6胜4负,10胜2负,95:98
3,148,6胜5负,9胜5负,82:121
3,134,6胜6负,1胜14负,83:89
3,17,6胜7负,6胜8负,99:79
197,3,8胜8负,7胜8负,131:128
85,3,14胜4负,7胜9负,87:107
17,3,9胜10负,8胜9负,92:75
3,31,8胜12负,5胜17负,91:90
64,3,8胜13负,9胜12负,99:77
10,3,10胜15负,9胜16负,84:100
3,190,11胜17负,13胜16负,95:91
64,3,13胜15负,12胜17负,85:79
71,3,18胜15负,13胜18负,84:91
3,31,15胜18负,7胜27负,81:72
99,3,16胜19负,17胜18负,102:88
3,92,17胜19负,10胜28负,128:125
155,3,16胜25负,19胜20负,100:102
3,10,20胜20负,15胜26负,98:87
148,3,29胜15负,21胜20负,112:95
3,204,22胜22负,33胜12负,96:86
3,197,23胜22负,19胜26负,79:88
3,169,23胜23负,15胜32负,70:99
3,162,23胜24负,29胜18负,101:92
3,155,24胜25负,18胜32负,92:86
36,3,24胜26负,26胜25负,76:92
106,3,25胜28负,28胜25负,89:117
3,85,29胜25负,39胜14负,79:93
3,71,29胜26负,26胜29负,107:103
3,176,31胜26负,36胜23负,100:91
50,3,21胜38负,32胜26负,90:109
3,36,33胜26负,28胜29负,80:96
190,3,34胜26负,34胜27负,85:77
85,3,43胜16负,34胜28负,88:95
204,3,46胜16负,35胜28负,104:96
183,3,44胜20负,35胜29负,87:111
169,3,23胜42负,36胜29负,87:94
120,3,48胜18负,37胜29负,97:85
3,24,38胜30负,50胜18负,79:91
57,3,15胜54负,38胜31负,81:91
127,3,46胜27负,40胜31负,91:74
3,113,45胜32负,39胜38负,102:87
17,3,29胜50负,46胜32负,98:106
3,50,47胜32负,34胜45负,89:100
99,3,0胜0负,0胜0负,102:93
99,3,1胜0负,0胜1负,101:99
99,3,3胜1负,1胜3负,75:69
4,51,0胜0负,0胜0负,104:80
93,4,0胜3负,2胜1负,90:98
4,58,4胜1负,0胜5负,118:115
44,4,2胜3负,5胜1负,106:101
18,4,2胜4负,5胜2负,91:102
25,4,3胜7负,7胜2负,99:90
4,149,7胜3负,5胜3负,105:89
4,128,8胜4负,8胜3负,87:105
4,135,8胜5负,5胜9负,97:95
4,107,9胜5负,6胜7负,109:114
4,37,10胜6负,6胜8负,102:84
177,4,13胜5负,11胜6负,132:129
142,4,16胜2负,12胜7负,112:102
128,4,17胜5负,13胜8负,106:115
4,86,14胜8负,11胜12负,93:75
4,72,15胜8负,16胜7负,86:93
51,4,5胜22负,15胜9负,97:103
4,191,16胜9负,21胜4负,103:97
4,100,18胜9负,19胜7负,99:91
198,4,15胜14负,20胜9负,100:107
44,4,11胜19负,23胜10负,104:109
184,4,23胜10负,24胜10负,105:114
135,4,12胜23负,25胜10负,97:77
4,100,25胜11负,24胜11负,86:102
93,4,13胜27负,26胜12负,120:114
4,11,27胜15负,21胜20负,94:108
205,4,27胜16负,27胜16负,81:104
4,142,29胜17负,36胜6负,113:111
4,156,30胜17负,12胜34负,118:123
4,163,30胜18负,27胜20负,93:99
4,184,30胜19负,33胜15负,90:101
4,93,31胜20负,16胜37负,98:97
170,4,18胜32负,32胜20负,86:104
4,18,34胜20负,21胜33负,91:100
114,4,13胜43负,36胜22负,89:96
149,4,38胜21负,37胜22负,96:86
100,4,34胜26负,37胜23负,92:97
121,4,34胜27负,38胜23负,105:108
4,25,39胜23负,26胜34负,84:98
4,121,40胜27负,36胜29负,100:109
25,4,30胜36负,40胜28负,86:103
65,4,41胜27负,41胜28负,92:108
4,65,43胜29负,42胜29负,116:103
4,32,45胜29负,36胜38负,91:95
18,4,29胜46负,45胜30负,82:88
4,93,46胜31负,24胜53负,103:105
4,86,46胜32负,35胜43负,89:78
4,37,48胜32负,37胜43负,113:86
72,4,60胜21负,49胜32负,85:91
32,4,0胜0负,0胜0负,91:103
4,32,2胜0负,0胜2负,113:106
4,32,3胜0负,0胜3负,90:92
32,4,1胜3负,3胜1负,94:88
4,32,3胜2负,2胜3负,120:66
4,11,0胜0负,0胜0负,99:92
4,11,1胜0负,0胜1负,91:106
11,4,1胜1负,1胜1负,96:99
4,11,2胜2负,2胜2负,101:106
12,5,0胜0负,0胜0负,95:97
5,38,1胜0负,0胜0负,115:100
5,19,2胜0负,2胜0负,94:98
115,5,2胜2负,4胜2负,102:93
5,59,4胜3负,0胜6负,111:88
5,164,7胜3负,6胜4负,103:97
5,143,8胜3负,13胜0负,94:106
5,26,9胜4负,9胜5负,92:104
206,5,14胜3负,9胜5负,89:92
108,5,6胜12负,10胜5负,90:99
164,5,8胜13负,11胜6负,103:101
5,45,11胜7负,12胜9负,100:105
199,5,6胜16负,12胜8负,94:98
192,5,14胜12负,14胜8负,85:98
19,5,15胜12负,15胜8负,147:144
5,52,15胜9负,13胜14负,91:107
5,122,15胜11负,20胜9负,105:96
26,5,18胜12负,17胜12负,100:102
52,5,15胜18负,18胜12负,81:108
5,66,19胜12负,21胜13负,115:113
33,5,14胜22负,20胜12负,106:117
5,73,22胜12负,22胜15负,105:120
101,5,16胜19负,22胜13负,114:100
178,5,22胜18负,23胜15负,83:77
5,12,24胜18负,30胜11负,96:83
5,150,26胜19负,31胜16负,93:120
5,171,26胜21负,21胜27负,107:102
5,108,27胜21负,19胜31负,110:115
73,5,30胜24负,27胜24负,113:90
5,12,27胜25负,38胜14负,95:106
157,5,11胜45负,28胜26负,115:126
129,5,30胜28负,30胜27负,103:95
5,94,30胜29负,26胜33负,89:102
185,5,30胜31负,30胜30负,100:108
33,5,26胜37负,31胜30负,90:100
87,5,37胜27负,32胜31负,118:96
5,66,32胜32负,44胜20负,109:107
5,101,33胜32负,31胜35负,96:117
38,5,19胜48负,33胜33负,102:118
136,5,33胜35负,34胜33负,85:92
5,52,36胜34负,29胜43负,94:106
5,94,36胜35负,29胜43负,89:111
73,5,44胜30负,36胜36负,102:100
5,26,36胜37负,39胜34负,98:96
5,185,37胜37负,37胜38负,103:100
19,5,40胜36负,38胜37负,94:90
5,87,39胜39负,45胜32负,98:106
12,5,56胜23负,39胜40负,102:105
5,199,40胜40负,30胜50负,121:116
59,5,10胜71负,41胜40负,105:115
46,6,1胜0负,0胜0负,99:105
6,39,2胜0负,1胜2负,118:88
53,6,1胜3负,3胜1负,117:104
6,27,3胜2负,2胜3负,94:111
95,6,3胜3负,3胜3负,80:112
6,88,4胜4负,2胜4负,98:95
102,6,2胜6负,5胜4负,95:106
6,137,7胜4负,7胜5负,85:77
6,158,8胜5负,7胜6负,118:110
6,109,9胜5负,5胜8负,107:110
13,6,13胜4负,10胜7负,105:111
6,179,11胜7负,3胜15负,82:107
6,20,11胜9负,11胜11负,91:102
207,6,18胜4负,11胜10负,91:95
20,6,14胜15负,13胜13负,82:113
102,6,12胜15负,14胜13负,107:97
39,6,8胜22负,15胜16负,99:101
6,27,16胜16负,15胜18负,101:111
34,6,15胜16负,16胜17负,116:96
6,13,17胜18负,26胜7负,106:94
67,6,24胜11负,18胜18负,118:123
123,6,22胜16负,19胜18负,109:94
6,193,20胜21负,25胜17负,108:104
172,6,16胜26负,21胜23负,99:102
6,95,22胜23负,18胜28负,100:92
74,6,26胜19负,23胜23负,119:114
88,6,16胜30负,23胜24负,100:88
60,6,17胜28负,23胜25负,108:121
6,123,24胜25负,28胜21负,128:100
6,172,25胜26负,20胜31负,112:107
6,144,26胜26负,43胜8负,92:123
6,116,26胜28负,20胜34负,89:117
46,6,37胜19负,27胜29负,103:104
6,13,29胜29负,40胜16负,117:99
109,6,26胜33负,30胜29负,125:107
144,6,50胜10负,30胜30负,87:94
151,6,36胜25负,31胜30负,101:91
6,20,31胜31负,30胜32负,95:109
6,95,31胜32负,23胜41负,91:98
6,46,31胜34负,41胜25负,80:100
193,6,37胜30负,32胜35负,98:91
137,6,43胜26负,32胜37负,86:95
6,67,33胜37负,41胜29负,120:122
20,6,34胜37负,33胜38负,95:117
60,6,26胜45负,34胜38负,117:107
13,6,47胜26负,35胜39负,93:99
74,6,39胜36负,36胜39负,104:106
6,200,37胜39负,33胜43负,117:110
6,53,38胜39负,29胜48负,91:100
6,60,38胜40负,28胜50负,102:90
95,6,28胜52负,39胜41负,75:122
39,6,20胜61负,40胜41负,73:112
6,46,0胜0负,0胜0负,106:102
6,46,1胜0负,0胜1负,111:97
46,6,1胜2负,2胜1负,104:95
6,46,2胜2负,2胜2负,97:108
46,6,3胜2负,2胜3负,105:83
124,47,2胜0负,1胜1负,100:95
96,47,1胜2负,2胜2负,91:112
54,47,1胜5负,3胜2负,106:96
138,47,5胜2负,3胜4负,122:117
47,110,3胜5负,2胜7负,103:112
180,47,2胜6负,3胜6负,104:96
47,145,5胜8负,1胜12负,124:115
68,47,9胜7负,8胜8负,99:90
47,61,11胜9负,8胜11负,116:99
103,47,14胜8负,15胜9负,125:129
82,47,19胜8负,16胜10负,113:91
47,7,16胜11负,7胜19负,102:109
47,89,18胜13负,20胜12负,103:112
21,47,14胜17负,18胜14负,92:98
201,47,29胜4负,19胜14负,115:128
47,152,21胜14负,26胜11负,87:109
47,124,21胜15负,20胜18负,100:86
47,131,22胜15负,25胜13负,125:131
166,47,8胜28负,22胜16负,93:83
159,47,17胜21负,22胜17负,129:121
47,180,22胜18负,19胜23负,89:104
47,117,22胜20负,27胜15负,98:101
14,47,17胜30负,24胜22负,106:124
173,47,32胜15负,25胜22负,113:97
47,54,25胜23负,22胜26负,98:100
54,47,23胜26负,25胜24负,103:117
28,47,22胜34负,28胜26负,108:114
47,7,29胜26负,10胜47负,109:115
47,82,29胜27负,43胜16负,91:86
47,89,30胜27负,38胜22负,110:116
7,47,11胜49负,31胜28负,119:115
131,47,33胜30负,32胜29负,109:131
47,187,33胜29负,36胜29负,110:108
47,173,34胜29负,46胜18负,109:127
21,47,27胜38负,34胜30负,106:93
47,21,34胜31负,28胜38负,117:119
47,14,35胜32负,24胜44负,95:99
47,28,35胜33负,27胜41负,95:100
40,47,49胜19负,35胜34负,96:86
89,47,45胜26负,35胜35负,111:99
89,47,47胜26负,35胜38负,106:113
7,47,15胜60负,37胜38负,107:123
47,54,39胜38负,40胜38负,97:92
47,21,41胜38负,37胜43负,110:109
0,47,60胜20负,42胜38负,103:90
47,40,42胜39负,55胜26负,102:112
47,40,0胜1负,1胜0负,93:96
40,47,2胜0负,0胜2负,113:96
40,47,3胜0负,0胜3负,101:89
41,48,0胜0负,0胜0负,104:106
48,139,1胜0负,1胜1负,78:92
48,153,1胜1负,1胜2负,82:99
48,167,1胜2负,1胜2负,114:92
48,97,2胜4负,0胜6负,99:96
55,48,7胜2负,5胜4负,79:85
48,118,6胜5负,10胜2负,92:104
90,48,8胜3负,6胜6负,102:93
160,48,4胜9负,6胜7负,91:88
29,48,4胜9负,6胜8负,100:86
48,181,7胜12负,11胜8负,84:97
15,48,4胜18负,7胜13负,86:113
1,48,18胜6负,8胜13负,105:102
48,62,13胜15负,9胜20负,90:87
195,48,6胜23负,15胜15负,89:85
174,48,20胜11负,15胜16负,97:104
69,48,19胜13负,16胜17负,82:99
48,83,17胜17负,26胜7负,88:102
8,48,13胜19负,17胜18负,103:120
48,41,18胜18负,18胜17负,111:115
48,202,18胜20负,25胜12负,105:118
48,1,18胜23负,34胜9负,99:104
125,48,20胜22负,18胜24负,79:121
22,48,25胜16负,19胜24负,100:115
48,22,20胜24负,25胜17负,102:88
48,55,22胜24负,26胜20负,82:79
48,62,23胜24负,15胜32负,79:96
48,22,27胜26负,31胜21负,104:112
48,90,27胜27负,32胜22负,96:80
1,48,43胜13负,28胜27负,99:100
48,29,29胜28负,28胜29负,111:107
41,48,36胜25负,31胜29负,110:118
48,8,33胜29负,20胜41负,90:98
48,69,33胜30负,38胜25负,113:112
48,83,0胜0负,0胜0负,67:100
48,83,0胜1负,1胜0负,94:104
83,48,3胜0负,0胜3负,87:89
48,83,1胜3负,3胜1负,94:106
84,49,1胜0负,0胜0负,84:104
175,49,4胜1负,3胜0负,94:104
49,203,5胜0负,7胜1负,104:100
49,196,7胜1负,3胜5负,102:80
49,175,8胜1负,6胜6负,111:114
49,35,9胜3负,8胜4负,89:96
49,30,9胜4负,7胜5负,102:88
161,49,7胜10负,11胜4负,99:106
49,84,13胜4负,12胜4负,112:92
49,35,15胜5负,11胜8负,100:97
154,49,9胜13负,16胜5负,107:116
35,49,13胜11负,18胜6负,86:100
2,49,14胜10负,19胜6负,110:106
112,49,13胜11负,19胜7负,91:94
49,161,20胜8负,11胜17负,99:97
49,168,21胜8负,9胜19负,105:106
49,91,22胜10负,12胜20负,114:106
49,23,23胜11负,21胜14负,76:81
196,49,11胜25负,23胜13负,87:100
49,16,24胜13负,14胜24负,102:87
49,42,25胜14负,20胜21负,89:86
30,49,24胜20负,28胜15负,86:96
168,49,17胜31负,29胜15负,81:120
49,98,31胜15负,12胜35负,96:106
63,49,20胜32负,32胜17负,92:88
49,23,32胜18负,32胜21负,91:125
49,63,32胜19负,22胜33负,98:100
56,49,22胜31负,32胜20负,93:99
140,49,33胜24负,33胜20负,105:109
84,49,42胜14负,35胜20负,99:93
49,16,36胜21负,23胜39负,87:77
133,49,32胜30负,37胜22负,84:113
49,105,38胜23负,43胜22负,94:117
49,126,38胜24负,29胜34负,90:105
49,147,38胜25负,45胜21负,80:93
49,133,38胜26负,34胜32负,90:83
91,49,18胜50负,39胜26负,94:106
49,63,40胜26负,26胜42负,99:94
63,49,26胜43负,41胜26负,84:110
49,42,42胜26负,36胜33负,100:85
189,49,47胜23负,43胜26负,101:108
42,49,38胜34负,45胜26负,89:108
49,70,47胜26负,42胜33负,95:82
30,49,36胜38负,48胜26负,83:101
98,49,29胜48负,50胜26负,99:120
70,49,44胜37负,53胜28负,92:98
42,49,0胜0负,0胜0负,78:85
42,49,0胜1负,1胜0负,71:87
49,42,2胜0负,0胜2负,90:76
23,49,1胜0负,0胜1负,79:105
49,23,1胜1负,1胜1负,71:82
49,23,1胜2负,2胜1负,82:93
23,49,3胜1负,1胜3负,75:85
49,23,2胜3负,3胜2负,99:106
31,50,0胜0负,0胜0负,83:90
113,50,2胜0负,1胜1负,109:100
204,50,5胜1负,2胜3负,120:89
50,71,2胜4负,4胜3负,95:91
50,17,3胜6负,3胜6负,86:92
24,50,9胜1负,3胜7负,103:96
50,99,3胜8负,4胜8负,89:98
50,148,3胜10负,10胜5负,80:93
50,106,3胜11负,8胜6负,95:97
197,50,7胜8负,3胜12负,103:99
50,36,3胜13负,5胜13负,113:83
92,50,6胜12负,4胜13负,83:121
43,50,9胜12负,5胜13负,114:73
50,10,5胜14负,7胜13负,94:109
50,43,6胜15负,10胜14负,86:90
71,50,12胜11负,6胜16负,106:111
64,50,11胜15负,9胜19负,95:83
50,64,9胜20负,12胜15负,100:115
50,183,10胜21负,21胜13负,100:102
